"","Indicator","ParentLocation","Location","FactValueNumeric","SDG"
"SDG3.d_1.92","Average of 13 International Health Regulations core capacity scores","Europe","United Kingdom of Great Britain and Northern Ireland",88,"SDG3.d_1"
"SDG3.d_1.93","Average of 13 International Health Regulations core capacity scores","Americas","Colombia",89,"SDG3.d_1"
"SDG3.d_1.94","Average of 13 International Health Regulations core capacity scores","Europe","Denmark",89,"SDG3.d_1"
"SDG3.d_1.95","Average of 13 International Health Regulations core capacity scores","Europe","France",89,"SDG3.d_1"
"SDG3.d_1.96","Average of 13 International Health Regulations core capacity scores","Europe","Italy",90,"SDG3.d_1"
"SDG3.d_1.97","Average of 13 International Health Regulations core capacity scores","Europe","The former Yugoslav Republic of Macedonia",90,"SDG3.d_1"
"SDG3.d_1.98","Average of 13 International Health Regulations core capacity scores","Europe","Latvia",91,"SDG3.d_1"
"SDG3.d_1.99","Average of 13 International Health Regulations core capacity scores","Western Pacific","Palau",91,"SDG3.d_1"
"SDG3.d_1.100","Average of 13 International Health Regulations core capacity scores","Eastern Mediterranean","United Arab Emirates",91,"SDG3.d_1"
"SDG3.d_1.101","Average of 13 International Health Regulations core capacity scores","Europe","Switzerland",92,"SDG3.d_1"
"SDG3.d_1.102","Average of 13 International Health Regulations core capacity scores","Europe","Cyprus",93,"SDG3.d_1"
"SDG3.d_1.103","Average of 13 International Health Regulations core capacity scores","Europe","Portugal",93,"SDG3.d_1"
"SDG3.d_1.104","Average of 13 International Health Regulations core capacity scores","Europe","Sweden",93,"SDG3.d_1"
"SDG3.d_1.105","Average of 13 International Health Regulations core capacity scores","Eastern Mediterranean","Egypt",94,"SDG3.d_1"
"SDG3.d_1.106","Average of 13 International Health Regulations core capacity scores","Americas","El Salvador",94,"SDG3.d_1"
"SDG3.d_1.107","Average of 13 International Health Regulations core capacity scores","Europe","Netherlands",94,"SDG3.d_1"
"SDG3.d_1.108","Average of 13 International Health Regulations core capacity scores","Americas","Venezuela (Bolivarian Republic of)",94,"SDG3.d_1"
"SDG3.d_1.109","Average of 13 International Health Regulations core capacity scores","Eastern Mediterranean","Morocco",95,"SDG3.d_1"
"SDG3.d_1.110","Average of 13 International Health Regulations core capacity scores","Eastern Mediterranean","Oman",95,"SDG3.d_1"
"SDG3.d_1.111","Average of 13 International Health Regulations core capacity scores","Europe","Slovakia",95,"SDG3.d_1"
"SDG3.d_1.112","Average of 13 International Health Regulations core capacity scores","Europe","Spain",95,"SDG3.d_1"
"SDG3.d_1.113","Average of 13 International Health Regulations core capacity scores","Eastern Mediterranean","Bahrain",96,"SDG3.d_1"
"SDG3.d_1.114","Average of 13 International Health Regulations core capacity scores","Western Pacific","New Zealand",96,"SDG3.d_1"
"SDG3.d_1.115","Average of 13 International Health Regulations core capacity scores","Americas","United States of America",96,"SDG3.d_1"
"SDG3.d_1.116","Average of 13 International Health Regulations core capacity scores","Americas","Brazil",97,"SDG3.d_1"
"SDG3.d_1.117","Average of 13 International Health Regulations core capacity scores","Americas","Mexico",97,"SDG3.d_1"
"SDG3.d_1.118","Average of 13 International Health Regulations core capacity scores","Eastern Mediterranean","Saudi Arabia",97,"SDG3.d_1"
"SDG3.d_1.119","Average of 13 International Health Regulations core capacity scores","Western Pacific","China",98,"SDG3.d_1"
"SDG3.d_1.120","Average of 13 International Health Regulations core capacity scores","South-East Asia","India",98,"SDG3.d_1"
"SDG3.d_1.121","Average of 13 International Health Regulations core capacity scores","Europe","Norway",98,"SDG3.d_1"
"SDG3.d_1.122","Average of 13 International Health Regulations core capacity scores","South-East Asia","Thailand",98,"SDG3.d_1"
"SDG3.d_1.123","Average of 13 International Health Regulations core capacity scores","Americas","Cuba",99,"SDG3.d_1"
"SDG3.d_1.124","Average of 13 International Health Regulations core capacity scores","South-East Asia","Indonesia",99,"SDG3.d_1"
"SDG3.d_1.125","Average of 13 International Health Regulations core capacity scores","Europe","Russian Federation",99,"SDG3.d_1"
"SDG3.d_1.126","Average of 13 International Health Regulations core capacity scores","Western Pacific","Singapore",99,"SDG3.d_1"
"SDG3.d_1.127","Average of 13 International Health Regulations core capacity scores","Western Pacific","Viet Nam",99,"SDG3.d_1"
"SDG3.c_3.1","Dentists (per 10,000)","Africa","Benin",0.008,"SDG3.c_3"
"SDG3.c_3.2","Dentists (per 10,000)","Africa","Niger",0.009,"SDG3.c_3"
"SDG3.c_3.3","Dentists (per 10,000)","Africa","Democratic Republic of the Congo",0.019,"SDG3.c_3"
"SDG3.c_3.4","Dentists (per 10,000)","Western Pacific","Philippines",0.019,"SDG3.c_3"
"SDG3.c_3.5","Dentists (per 10,000)","Eastern Mediterranean","Afghanistan",0.034,"SDG3.c_3"
"SDG3.c_3.6","Dentists (per 10,000)","Africa","Cameroon",0.037,"SDG3.c_3"
"SDG3.c_3.7","Dentists (per 10,000)","Africa","Guinea",0.043,"SDG3.c_3"
"SDG3.c_3.8","Dentists (per 10,000)","Africa","Gabon",0.045,"SDG3.c_3"
"SDG3.c_3.9","Dentists (per 10,000)","Africa","Congo",0.054,"SDG3.c_3"
"SDG3.c_3.10","Dentists (per 10,000)","Africa","Mali",0.06,"SDG3.c_3"
"SDG3.c_3.11","Dentists (per 10,000)","Africa","Sierra Leone",0.072,"SDG3.c_3"
"SDG3.c_3.12","Dentists (per 10,000)","Africa","Cabo Verde",0.075,"SDG3.c_3"
"SDG3.c_3.13","Dentists (per 10,000)","Africa","Senegal",0.081,"SDG3.c_3"
"SDG3.c_3.14","Dentists (per 10,000)","Africa","Zimbabwe",0.097,"SDG3.c_3"
"SDG3.c_3.15","Dentists (per 10,000)","Africa","Ghana",0.14,"SDG3.c_3"
"SDG3.c_3.16","Dentists (per 10,000)","Americas","Jamaica",0.16,"SDG3.c_3"
"SDG3.c_3.17","Dentists (per 10,000)","Africa","Zambia",0.19,"SDG3.c_3"
"SDG3.c_3.18","Dentists (per 10,000)","Africa","Nigeria",0.22,"SDG3.c_3"
"SDG3.c_3.19","Dentists (per 10,000)","Africa","Botswana",0.42,"SDG3.c_3"
"SDG3.c_3.20","Dentists (per 10,000)","South-East Asia","Bangladesh",0.44,"SDG3.c_3"
"SDG3.c_3.21","Dentists (per 10,000)","Western Pacific","Solomon Islands",0.47,"SDG3.c_3"
"SDG3.c_3.22","Dentists (per 10,000)","South-East Asia","Myanmar",0.66,"SDG3.c_3"
"SDG3.c_3.23","Dentists (per 10,000)","South-East Asia","Sri Lanka",0.69,"SDG3.c_3"
"SDG3.c_3.24","Dentists (per 10,000)","Western Pacific","Kiribati",0.71,"SDG3.c_3"
"SDG3.c_3.25","Dentists (per 10,000)","Eastern Mediterranean","Pakistan",0.9,"SDG3.c_3"
"SDG3.c_3.26","Dentists (per 10,000)","Africa","South Africa",1.1,"SDG3.c_3"
"SDG3.c_3.27","Dentists (per 10,000)","Americas","Mexico",1.36,"SDG3.c_3"
"SDG3.c_3.28","Dentists (per 10,000)","Americas","Costa Rica",1.4,"SDG3.c_3"
"SDG3.c_3.29","Dentists (per 10,000)","Americas","El Salvador",1.43,"SDG3.c_3"
"SDG3.c_3.30","Dentists (per 10,000)","South-East Asia","India",1.49,"SDG3.c_3"
"SDG3.c_3.31","Dentists (per 10,000)","Western Pacific","Samoa",1.49,"SDG3.c_3"
"SDG3.c_3.32","Dentists (per 10,000)","South-East Asia","Thailand",1.62,"SDG3.c_3"
"SDG3.c_3.33","Dentists (per 10,000)","Americas","Peru",1.85,"SDG3.c_3"
"SDG3.c_3.34","Dentists (per 10,000)","Eastern Mediterranean","Egypt",1.86,"SDG3.c_3"
"SDG3.c_3.35","Dentists (per 10,000)","Americas","Chile",10.5,"SDG3.c_3"
"SDG3.c_3.36","Dentists (per 10,000)","Europe","Finland",10.54,"SDG3.c_3"
"SDG3.c_3.37","Dentists (per 10,000)","Americas","Uruguay",12.19,"SDG3.c_3"
"SDG3.c_3.38","Dentists (per 10,000)","Europe","Greece",12.46,"SDG3.c_3"
"SDG3.c_3.39","Dentists (per 10,000)","Americas","Bolivia (Plurinational State of)",2.2,"SDG3.c_3"
"SDG3.c_3.40","Dentists (per 10,000)","Western Pacific","Mongolia",2.34,"SDG3.c_3"
"SDG3.c_3.41","Dentists (per 10,000)","Eastern Mediterranean","Iraq",2.44,"SDG3.c_3"
"SDG3.c_3.42","Dentists (per 10,000)","Eastern Mediterranean","Oman",2.76,"SDG3.c_3"
"SDG3.c_3.43","Dentists (per 10,000)","Americas","Panama",2.77,"SDG3.c_3"
"SDG3.c_3.44","Dentists (per 10,000)","Africa","Mauritius",3.05,"SDG3.c_3"
"SDG3.c_3.45","Dentists (per 10,000)","Eastern Mediterranean","Tunisia",3.06,"SDG3.c_3"
"SDG3.c_3.46","Dentists (per 10,000)","Americas","Ecuador",3.18,"SDG3.c_3"
"SDG3.c_3.47","Dentists (per 10,000)","Europe","Turkey",3.34,"SDG3.c_3"
"SDG3.c_3.48","Dentists (per 10,000)","Europe","Poland",3.5,"SDG3.c_3"
"SDG3.c_3.49","Dentists (per 10,000)","Africa","Seychelles",3.55,"SDG3.c_3"
"SDG3.c_3.50","Dentists (per 10,000)","Western Pacific","Singapore",3.89,"SDG3.c_3"
"SDG3.c_3.51","Dentists (per 10,000)","Eastern Mediterranean","Saudi Arabia",4.38,"SDG3.c_3"
"SDG3.c_3.52","Dentists (per 10,000)","Western Pacific","Republic of Korea",4.74,"SDG3.c_3"
"SDG3.c_3.53","Dentists (per 10,000)","Europe","Slovakia",4.96,"SDG3.c_3"
"SDG3.c_3.54","Dentists (per 10,000)","Europe","Switzerland",5.03,"SDG3.c_3"
"SDG3.c_3.55","Dentists (per 10,000)","Europe","Netherlands",5.13,"SDG3.c_3"
"SDG3.c_3.56","Dentists (per 10,000)","Europe","United Kingdom of Great Britain and Northern Ireland",5.26,"SDG3.c_3"
"SDG3.c_3.57","Dentists (per 10,000)","Eastern Mediterranean","United Arab Emirates",5.52,"SDG3.c_3"
"SDG3.c_3.58","Dentists (per 10,000)","Europe","Austria",5.66,"SDG3.c_3"
"SDG3.c_3.59","Dentists (per 10,000)","Western Pacific","Australia",5.86,"SDG3.c_3"
"SDG3.c_3.60","Dentists (per 10,000)","Western Pacific","New Zealand",6.18,"SDG3.c_3"
"SDG3.c_3.61","Dentists (per 10,000)","Europe","Hungary",6.24,"SDG3.c_3"
"SDG3.c_3.62","Dentists (per 10,000)","Europe","Ireland",6.28,"SDG3.c_3"
"SDG3.c_3.63","Dentists (per 10,000)","Europe","Georgia",6.39,"SDG3.c_3"
"SDG3.c_3.64","Dentists (per 10,000)","Europe","France",6.65,"SDG3.c_3"
"SDG3.c_3.65","Dentists (per 10,000)","Europe","Slovenia",6.85,"SDG3.c_3"
"SDG3.c_3.66","Dentists (per 10,000)","Eastern Mediterranean","Jordan",7.03,"SDG3.c_3"
"SDG3.c_3.67","Dentists (per 10,000)","Europe","Latvia",7.15,"SDG3.c_3"
"SDG3.c_3.68","Dentists (per 10,000)","Eastern Mediterranean","Syrian Arab Republic",7.18,"SDG3.c_3"
"SDG3.c_3.69","Dentists (per 10,000)","Europe","Denmark",7.44,"SDG3.c_3"
"SDG3.c_3.70","Dentists (per 10,000)","Europe","Belgium",7.47,"SDG3.c_3"
"SDG3.c_3.71","Dentists (per 10,000)","Europe","Czechia",7.49,"SDG3.c_3"
"SDG3.c_3.72","Dentists (per 10,000)","Europe","Spain",7.66,"SDG3.c_3"
"SDG3.c_3.73","Dentists (per 10,000)","Western Pacific","Japan",7.95,"SDG3.c_3"
"SDG3.c_3.74","Dentists (per 10,000)","Europe","Italy",8.01,"SDG3.c_3"
"SDG3.c_3.75","Dentists (per 10,000)","Europe","Israel",8.06,"SDG3.c_3"
"SDG3.c_3.76","Dentists (per 10,000)","Europe","Romania",8.07,"SDG3.c_3"
"SDG3.c_3.77","Dentists (per 10,000)","Eastern Mediterranean","Qatar",8.12,"SDG3.c_3"
"SDG3.c_3.78","Dentists (per 10,000)","Europe","Sweden",8.22,"SDG3.c_3"
"SDG3.c_3.79","Dentists (per 10,000)","Europe","Iceland",8.37,"SDG3.c_3"
"SDG3.c_3.80","Dentists (per 10,000)","Europe","Germany",8.58,"SDG3.c_3"
"SDG3.c_3.81","Dentists (per 10,000)","Europe","Norway",8.62,"SDG3.c_3"
"SDG3.c_3.82","Dentists (per 10,000)","Europe","Luxembourg",9.49,"SDG3.c_3"
"SDG3.c_3.83","Dentists (per 10,000)","Europe","Estonia",9.55,"SDG3.c_3"
"SDG3.c_3.84","Dentists (per 10,000)","Europe","Portugal",9.56,"SDG3.c_3"
"SDG3.c_3.85","Dentists (per 10,000)","Europe","Lithuania",9.65,"SDG3.c_3"
"SDG3.c_3.86","Dentists (per 10,000)","Eastern Mediterranean","Lebanon",9.82,"SDG3.c_3"
"SDG3.c_4.1","Pharmacists  (per 10,000)","Africa","Madagascar",0.002,"SDG3.c_4"
"SDG3.c_4.2","Pharmacists  (per 10,000)","Africa","Benin",0.012,"SDG3.c_4"
"SDG3.c_4.3","Pharmacists  (per 10,000)","Africa","Niger",0.012,"SDG3.c_4"
"SDG3.c_4.4","Pharmacists  (per 10,000)","Africa","Guinea-Bissau",0.028,"SDG3.c_4"
"SDG3.c_4.5","Pharmacists  (per 10,000)","Africa","Democratic Republic of the Congo",0.051,"SDG3.c_4"
"SDG3.c_4.6","Pharmacists  (per 10,000)","Africa","Cabo Verde",0.075,"SDG3.c_4"
"SDG3.c_4.7","Pharmacists  (per 10,000)","Africa","Cameroon",0.083,"SDG3.c_4"
"SDG3.c_4.8","Pharmacists  (per 10,000)","Africa","Guinea",0.091,"SDG3.c_4"
"SDG3.c_4.9","Pharmacists  (per 10,000)","Africa","Mali",0.11,"SDG3.c_4"
"SDG3.c_4.10","Pharmacists  (per 10,000)","Africa","Senegal",0.11,"SDG3.c_4"
"SDG3.c_4.11","Pharmacists  (per 10,000)","Africa","Sierra Leone",0.11,"SDG3.c_4"
"SDG3.c_4.12","Pharmacists  (per 10,000)","Africa","Burkina Faso",0.13,"SDG3.c_4"
"SDG3.c_4.13","Pharmacists  (per 10,000)","Africa","Congo",0.15,"SDG3.c_4"
"SDG3.c_4.14","Pharmacists  (per 10,000)","Africa","Zimbabwe",0.16,"SDG3.c_4"
"SDG3.c_4.15","Pharmacists  (per 10,000)","Africa","Ghana",0.2,"SDG3.c_4"
"SDG3.c_4.16","Pharmacists  (per 10,000)","Americas","Jamaica",0.22,"SDG3.c_4"
"SDG3.c_4.17","Pharmacists  (per 10,000)","Africa","Gabon",0.23,"SDG3.c_4"
"SDG3.c_4.18","Pharmacists  (per 10,000)","Western Pacific","Kiribati",0.27,"SDG3.c_4"
"SDG3.c_4.19","Pharmacists  (per 10,000)","South-East Asia","Bhutan",0.31,"SDG3.c_4"
"SDG3.c_4.20","Pharmacists  (per 10,000)","Eastern Mediterranean","Afghanistan",0.47,"SDG3.c_4"
"SDG3.c_4.21","Pharmacists  (per 10,000)","Africa","Zambia",0.71,"SDG3.c_4"
"SDG3.c_4.22","Pharmacists  (per 10,000)","South-East Asia","Sri Lanka",0.74,"SDG3.c_4"
"SDG3.c_4.23","Pharmacists  (per 10,000)","Europe","Georgia",1.08,"SDG3.c_4"
"SDG3.c_4.24","Pharmacists  (per 10,000)","Western Pacific","Solomon Islands",1.2,"SDG3.c_4"
"SDG3.c_4.25","Pharmacists  (per 10,000)","Americas","Panama",1.96,"SDG3.c_4"
"SDG3.c_4.26","Pharmacists  (per 10,000)","Eastern Mediterranean","Qatar",10.39,"SDG3.c_4"
"SDG3.c_4.27","Pharmacists  (per 10,000)","Europe","Greece",10.65,"SDG3.c_4"
"SDG3.c_4.28","Pharmacists  (per 10,000)","Eastern Mediterranean","Syrian Arab Republic",10.66,"SDG3.c_4"
"SDG3.c_4.29","Pharmacists  (per 10,000)","Europe","France",10.83,"SDG3.c_4"
"SDG3.c_4.30","Pharmacists  (per 10,000)","Europe","Lithuania",11.34,"SDG3.c_4"
"SDG3.c_4.31","Pharmacists  (per 10,000)","Europe","Ireland",11.47,"SDG3.c_4"
"SDG3.c_4.32","Pharmacists  (per 10,000)","Europe","Italy",11.55,"SDG3.c_4"
"SDG3.c_4.33","Pharmacists  (per 10,000)","Eastern Mediterranean","Lebanon",11.79,"SDG3.c_4"
"SDG3.c_4.34","Pharmacists  (per 10,000)","Europe","Spain",12.04,"SDG3.c_4"
"SDG3.c_4.35","Pharmacists  (per 10,000)","Europe","Belgium",12.22,"SDG3.c_4"
"SDG3.c_4.36","Pharmacists  (per 10,000)","Eastern Mediterranean","Jordan",15.34,"SDG3.c_4"
"SDG3.c_4.37","Pharmacists  (per 10,000)","Western Pacific","Japan",18.02,"SDG3.c_4"
"SDG3.c_4.38","Pharmacists  (per 10,000)","Europe","Finland",18.63,"SDG3.c_4"
"SDG3.c_4.39","Pharmacists  (per 10,000)","Europe","Netherlands",2.15,"SDG3.c_4"
"SDG3.c_4.40","Pharmacists  (per 10,000)","Americas","Bolivia (Plurinational State of)",2.25,"SDG3.c_4"
"SDG3.c_4.41","Pharmacists  (per 10,000)","Eastern Mediterranean","Tunisia",2.29,"SDG3.c_4"
"SDG3.c_4.42","Pharmacists  (per 10,000)","Eastern Mediterranean","Iraq",2.64,"SDG3.c_4"
"SDG3.c_4.43","Pharmacists  (per 10,000)","Africa","South Africa",2.72,"SDG3.c_4"
"SDG3.c_4.44","Pharmacists  (per 10,000)","Western Pacific","Viet Nam",3.39,"SDG3.c_4"
"SDG3.c_4.45","Pharmacists  (per 10,000)","Europe","Turkey",3.49,"SDG3.c_4"
"SDG3.c_4.46","Pharmacists  (per 10,000)","South-East Asia","Democratic People's Republic of Korea",3.99,"SDG3.c_4"
"SDG3.c_4.47","Pharmacists  (per 10,000)","Eastern Mediterranean","Egypt",4.04,"SDG3.c_4"
"SDG3.c_4.48","Pharmacists  (per 10,000)","Africa","Mauritius",4.07,"SDG3.c_4"
"SDG3.c_4.49","Pharmacists  (per 10,000)","Americas","Chile",4.7,"SDG3.c_4"
"SDG3.c_4.50","Pharmacists  (per 10,000)","Africa","Seychelles",4.7,"SDG3.c_4"
"SDG3.c_4.51","Pharmacists  (per 10,000)","Europe","Iceland",5,"SDG3.c_4"
"SDG3.c_4.52","Pharmacists  (per 10,000)","Americas","Trinidad and Tobago",5.01,"SDG3.c_4"
"SDG3.c_4.53","Pharmacists  (per 10,000)","Western Pacific","Singapore",5.09,"SDG3.c_4"
"SDG3.c_4.54","Pharmacists  (per 10,000)","South-East Asia","Thailand",5.19,"SDG3.c_4"
"SDG3.c_4.55","Pharmacists  (per 10,000)","Europe","Denmark",5.22,"SDG3.c_4"
"SDG3.c_4.56","Pharmacists  (per 10,000)","Eastern Mediterranean","Oman",5.4,"SDG3.c_4"
"SDG3.c_4.57","Pharmacists  (per 10,000)","South-East Asia","India",5.6,"SDG3.c_4"
"SDG3.c_4.58","Pharmacists  (per 10,000)","Europe","Germany",6.38,"SDG3.c_4"
"SDG3.c_4.59","Pharmacists  (per 10,000)","Europe","Slovenia",6.54,"SDG3.c_4"
"SDG3.c_4.60","Pharmacists  (per 10,000)","Western Pacific","Republic of Korea",6.66,"SDG3.c_4"
"SDG3.c_4.61","Pharmacists  (per 10,000)","Europe","Czechia",6.75,"SDG3.c_4"
"SDG3.c_4.62","Pharmacists  (per 10,000)","Western Pacific","New Zealand",6.76,"SDG3.c_4"
"SDG3.c_4.63","Pharmacists  (per 10,000)","Americas","Grenada",6.8,"SDG3.c_4"
"SDG3.c_4.64","Pharmacists  (per 10,000)","Europe","Switzerland",7,"SDG3.c_4"
"SDG3.c_4.65","Pharmacists  (per 10,000)","Europe","Luxembourg",7.01,"SDG3.c_4"
"SDG3.c_4.66","Pharmacists  (per 10,000)","Europe","Austria",7.08,"SDG3.c_4"
"SDG3.c_4.67","Pharmacists  (per 10,000)","Americas","Costa Rica",7.3,"SDG3.c_4"
"SDG3.c_4.68","Pharmacists  (per 10,000)","Europe","Estonia",7.32,"SDG3.c_4"
"SDG3.c_4.69","Pharmacists  (per 10,000)","Eastern Mediterranean","United Arab Emirates",7.34,"SDG3.c_4"
"SDG3.c_4.70","Pharmacists  (per 10,000)","Europe","Hungary",7.54,"SDG3.c_4"
"SDG3.c_4.71","Pharmacists  (per 10,000)","Europe","Israel",7.56,"SDG3.c_4"
"SDG3.c_4.72","Pharmacists  (per 10,000)","Europe","Slovakia",7.69,"SDG3.c_4"
"SDG3.c_4.73","Pharmacists  (per 10,000)","Europe","Poland",7.7,"SDG3.c_4"
"SDG3.c_4.74","Pharmacists  (per 10,000)","Europe","Sweden",7.74,"SDG3.c_4"
"SDG3.c_4.75","Pharmacists  (per 10,000)","Europe","Norway",7.81,"SDG3.c_4"
"SDG3.c_4.76","Pharmacists  (per 10,000)","Eastern Mediterranean","Saudi Arabia",7.86,"SDG3.c_4"
"SDG3.c_4.77","Pharmacists  (per 10,000)","Europe","Serbia",8.11,"SDG3.c_4"
"SDG3.c_4.78","Pharmacists  (per 10,000)","Europe","Latvia",8.32,"SDG3.c_4"
"SDG3.c_4.79","Pharmacists  (per 10,000)","Europe","Portugal",8.51,"SDG3.c_4"
"SDG3.c_4.80","Pharmacists  (per 10,000)","Europe","United Kingdom of Great Britain and Northern Ireland",8.53,"SDG3.c_4"
"SDG3.c_4.81","Pharmacists  (per 10,000)","Western Pacific","Australia",8.64,"SDG3.c_4"
"SDG3.c_4.82","Pharmacists  (per 10,000)","Europe","Romania",9.29,"SDG3.c_4"
"SDG3.3_1.1","New HIV infections (per 1000 uninfected population)","Eastern Mediterranean","Syrian Arab Republic",0.01,"SDG3.3_1"
"SDG3.3_1.2","New HIV infections (per 1000 uninfected population)","Africa","Comoros",0.01,"SDG3.3_1"
"SDG3.3_1.3","New HIV infections (per 1000 uninfected population)","South-East Asia","Sri Lanka",0.01,"SDG3.3_1"
